Respondent,Why didn't get booster,why_not_booster_1,why_not_booster_2,why_not_booster_3,Why public health scientists reliable or unreliable,why_scientists_reliable_unreliable_1,why_scientists_reliable_unreliable_2,why_scientists_reliable_unreliable_3,Why CDC changed recommended isolation period,why_isolation_change_1,why_isolation_change_2,why_isolation_change_3
1723867549,__NA__,,,,"They constantly contradict one another. Not only with multiple voices but an individual will change their stance in a matter of days. It feels like they are all just arguing with their own opinions rather than fact and someone is ""behind the curtain"" so to speak; changing opinions when the time suits them best",13,10,,"Because people are beginning to wake up and grow tired of a hidden tyrannical dictatorship that roots deeper than anyone ever could have imagined our society strains every generation more and more. And our people have done a good job of obeying and staying ignorant thus far. But little by little, there are those who start to understand how everything really works. Our government was also modeled after the Roman empire hence the large marble structures and pillars of the US capital. What did the roman emperor do to keep peoplr entertained and ignorant? He sent slaves into stadiums with lions to be ripped apart for everyone's amusement. Much likr how we have fools pouring thwir life savings into sports to watch thwir favprite team win or lose and either way absolutely trash the room their in bevuase that's how much preassure is put on these poor young athletes that are almose forced into a multi millions dolllar contract deal because who would pass that up? Much like the Roman empire, our society will crumble and fall to its knees in agony regardless of how we try to mend the political divide at this point. In my opinion, the unites States of america is on the brink total collapse as we know it.",03,14,
1723875055,__NA__,,,,"I mostly agree with it, but i feel that right now, the data they give is wrong, COVID is running ramped right now, and they are not tracking all positives since the at home tests are out now",11,,,More data came out about for how many days you are contagious for.,01,,
1723886593,__NA__,,,,they are the people we have to rely on during a pandemic.,98,,,so people will feel better about treatments.,98,,
1723916399,__NA__,,,,The media is not being given the honest truth/stats. Officials are inconsistent with their prognosis and have a political agenda.,10,20,,People are fed up with inconsistent changing instructions. We need to promote hard truths both positive and negative.,98,,
1723296689,__NA__,,,,Some are politically motivated.,20,,,t was more efficiant,05,,
1719381813,__NA__,,,,I worked for R.I. Dept. of Health for 10 years then 6+ years for Pequot Health Care.,98,,,Industries complained longly and loudly to public officials about business impact.,05,,
1723939393,__NA__,,,,N/A,99,,,Don’t know,97,,
1722704617,__NA__,,,,Don't trust any of them,12,,,Because they know it doesn't work,01,,
1723956993,__NA__,,,,they have the education and experience in this area,02,,,they have additional data to base this decision on,01,,
1723853881,haven't been able to get a appointment,08,,,not sure if the info is truly true,98,,,recent data,01,,
1723969589,Not soon enough,21,,,Not enough info,98,,,Not enough information,98,,
1724005771,__NA__,,,,I trust experts who have more experience and education in the issue than I do.,02,,,Pressure from Airline CEOs. Capitalism is built upon a scaffold of bones. America worships Moloch. The rich will sacrifice all life on Earth in their pursuit of wealth.,05,15,
1724018501,I haven't been able to schedule an appointment.,08,,,"I am not an expert in any field of medicine, so I would rather take a public health scientists word if they are reasonable.",02,,,To somewhat help the economy from collapsing.,05,,
1724019977,__NA__,,,,They study the information somewhat regularly,02,,,Want to make money and have people out and about regularly,05,,
1724031039,I don't think i need it.,20,,,I trust these individuals who are qualified and reliable to gather accurate information and give a good analysis.,02,,,Some of the symptoms are not that bad.,11,,
1724054397,__NA__,,,,They went to college,02,,,People were made and the economy was tanking,05,08,
1724062161,"because i haven’t yet, but i will",98,,,they seem to know what they’re talking about,02,,,no clue,97,,
1724064011,__NA__,,,,It’s a new virus and it takes years and years to fully understand it. Plus nobody knows anything 100%,11,,,Because nobody knows that they’re doing,04,,
1724034047,__NA__,,,,"I have faith in the scientific community overall, and specifically those dealing with disease, rather than drug manufacturers",04,03,,Nobody was going to work,05,,
1724083323,__NA__,,,,Because they never have straight answers and they change over time,13,14,,because covid has become less serious and they want people to work,05,10,
1724074277,__NA__,,,,FAUCI,98,,,THEY KNOW IT'S ALL BULLSHIT,15,14,12
1724101245,__NA__,,,,"we do not have the cognitive capacity, motivation, or time to evaluate all the information that we encounter online. However, motivation is increased when we are to research a topic regarding our own health condition or symptoms. Even under these circumstances, the assessment of source reputability and the veracity of information is an extremely difficult task.",02,,,"The change is motivated by science demonstrating that the majority of SARS-CoV-2 transmission occurs early in the course of illness, generally in the 1-2 days prior to onset of symptoms and the 2-3 Days after",01,,
1724058183,__NA__,,,,"Sure its reliable. They're scientists. And who else is out there spouting information about covid? Joe Rogan, who is an idiot.",03,09,,"They need to get people back to work and into life. The fact is that beyond five days after cessation of major symptoms, a person isnt contagious enough to be a threat. That said I felt absolutely horrible for a couple of weeks after cessation of ""major"" symptoms.",05,,
1724131515,__NA__,,,,The Government puts a spin on everything,98,,,To placate people,08,,
1724219727,__NA__,,,,He's my Dr. so I listen to/believe him.,03,,,"To let people, get back to doing things/work.",05,,
1724048227,__NA__,,,,I don’t think enough time has gone by to find out the extent of the side effects,11,,,Maybe they determined that by then you are not contagious,01,,
1724349029,__NA__,,,,I dont trust anyone,98,,,No idea bit it is stupid. I had corona and was sick with it for over 2 weeks. 5 days is not long enough at all,97,,
1724359867,__NA__,,,,I don’t believe it’s that bad,98,,,Don’t know They make up stuff and change their mind,97,04,
1724342627,__NA__,,,,"Scientists have studied viruses for a long time, and know more than anyone.",02,,,They now know more about covid .,01,,
1724361219,__NA__,,,,They are experts trying to protect the public.,02,21,,"I am not sure, but they must have determined that the virus was weak enough at that point.",13,,
1724367821,None,99,,,None,99,,,None,99,,
1724365045,__NA__,,,,"It just seems to get more confusing every day. There's new guidelines and rules, and sometimes they contradict each other",14,13,,"The more time goes on, We're learning more about the virus",01,,
1724360709,__NA__,,,,I don’t read a lot from public health scientists,99,,,A better understanding of the virus,01,,
1724373441,__NA__,,,,I tend to believe science to opinions of people who I don’t trust much,04,,,I’m not sure,97,,
1724391517,__NA__,,,,They are scientists for a reason so they must have some high level of education and are qualified,02,,,Still so many unknowns about covid19,98,,
1724098021,__NA__,,,,i believe that they are doing the best that they can,21,01,,learning by studying the virrus,01,,
1724401625,I just feel confused on everything going on and I just got a bunch of shot flu shot hep B and I’m just tired of trying to keep up with anything COVID related,09,,,Lies tend to spread faster than the truth,10,,,They are trying to push people back to work in anyways possible,05,,
1724401691,__NA__,,,,I believe in science. If science is their profession then I trust they are testing and experimenting to provide the public with accurate results.,04,02,03,The economy needs people working and going to school.,05,,
1724267949,__NA__,,,,Scientists underscore rare possibilities of adverse events that create even more confusion,14,,,Public pressure,08,,
1724383841,__NA__,,,,They're scientists. Their focus is public health. They WANT the public to be healthy. They have no ulterior motives. Nothing to gain from lying.,21,,,Because people weren't following the 10 days. And something is better than nothing,09,,
1724406749,__NA__,,,,"I think most of the time they lie and give us miss information, Dr. Farchi is a liar",10,,,"because they don't know what their doing , they make things up as they go along",04,,
1723326393,__NA__,,,,Because they are knowledgeable about what is going on,02,,,To cater to complainers.,08,,
1724439039,__NA__,,,,"there has been a large push in censorship, especially regarding covid-19. If something was to come out about covid or the vaccines that didn't follow a specific agenda it ould be swept under the rug",98,,,people are not as scared of covid as they were in 2020,08,,
1724429801,__NA__,,,,"They are reliable, I did not mean unreliable",03,,,Agree to their decision,99,,
1724300473,__NA__,,,,too much misinformation and many opinions.,10,13,,pressure to reduce time.,08,,
1724184993,__NA__,,,,They are too political to provide an unbiased opinion.,10,,,Political pressure.,08,06,
1724503151,__NA__,,,,They are the scientists.,04,,,Research and political pressure.,01,08,06
1724511071,May weaken my immune system,13,,,Not sure if we are being told the truth,98,,,The coronavirus transmission is early on during the illness,01,,
1724522945,__NA__,,,,I trust science,04,,,Bc you’re more likely to spread Covid in the first few days of getting it.,01,,
1724533789,__NA__,,,,Because they have all the information,02,,,Not sure,97,,
1724237239,J&J has been pulled. Cannot mix the doses.,98,,,Because Fauci lies every time he opens his mouth,10,,,Politically motivated. People wouldn't put up with 2 weeks anymore,08,09,
1724530147,__NA__,,,,I don't trust what I hear from media sources.,98,,,Because COVID isn't as severe as it is stated to be,11,,
1724574853,__NA__,,,,They present peer reviewed scientific data. Unreliable science can be quickly debunked.,04,,,Combination of the public's Covid fatigue and finer tuned data,08,01,
1724578605,__NA__,,,,Every month they change guidelines.,13,,,Afraid of being lynched for lying to us.,08,14,15
1724599339,__NA__,,,,onsider the information from pu,99,,,CDC changed the recommended,99,,
1724570771,__NA__,,,,N/A,99,,,Because they are carriers and can give it to other people.,98,,
1724620651,__NA__,,,,Because there is way to many controversies,98,,,To pay people less money for being home from work sick,05,,
1724611041,Because I was waiting for the ok to go get booster....,21,,,They try to find the right antidote..,98,,,Because COVID-19 is mutating antibodies...,02,,
1724604101,"I regret getting the initial ""vaccine"". Does not prevent illness, does not prevent spread.",06,,,They continuously change their guidance. They are invested in pharma companies who are profiting from COViD. They previously worked at pharma companies,13,20,,Political pressure,06,08,
1724559537,__NA__,,,,"Many have served under numerous presidents regardless of party, are experienced, and want people to stay alive so we can work.",01,02,21,Industry pressure to get people back to work.,05,,
1724641171,__NA__,,,,none,99,,,money,05,,
1719422187,__NA__,,,,They are staying up with the changing environment as best as they can,04,,,Try and find common ground for people and businesses,05,,
1724648863,__NA__,,,,because doctors aren't always correct,16,,,"because covid isnt real, its just another flu",12,,
1724660287,__NA__,,,,"I find that public health scientists have contradicted themselves at times, and heard a few cases. Though all in all I listen to them and respect what they have to say.",13,03,,The CDC most likely changed the isolation period because people weren’t following it anyways and should be able to return to work quicker.,09,05,
1724661431,__NA__,,,,I would say this because we all know they won’t tell us everything there is to know about the virus,10,,,I think they changed it do to the fact that if you were a mask you shouldn’t be able to spread your germs,98,,
1724693649,__NA__,,,,I believe the evidence that is supporting their claims.,04,,,"Probably because when you have the vaccine, there is a smaller chance of spread of the virus.",10,,
1724705447,__NA__,,,,i believe anyone who believes in science and understands how to read and comprehend scientific research is reliable,04,,,Because of staffing shortages in hospitals,98,,
1724715505,__NA__,,,,They are paid to enforce an agenda,20,,,Because people are becoming awake to their lies and they don't want to look bad,03,14,08
1724604089,__NA__,,,,Politics plays a role here and the information has been inconsistent.,20,13,,Too many people violating or ignoring the ten day requirement.,09,,
1724863497,Haven't had time,07,,,I'm not a scientist or doctor,98,,,People didn't listen,09,,
1724949655,"majority of the people i know who have gotten the booster have died from it, so yes that scares me. Also i believe we don't need to booster like they claim we do.",09,,,Sometimes i think they let people worry to much and it gets out of hand. real information doesn't hurt its when the lies get mixed in.,14,,,so people can go back to work.,05,,
1724966959,__NA__,,,,i do not know,99,,,i do not know,97,,
1724865783,__NA__,,,,To much going back and forth about the truth of the situation,13,,,The cdc has changed its position on Covid as frequently as I change my underwear,98,,
1724752405,__NA__,,,,They have more knowledge.,02,,,Why change the amount of time. It's the same virus as in the beginning.,97,,
1724904625,Just haven't had the time. I work two third shift jobs.,07,,,They are educated experts in their field and peer reviewed.,02,,,Public pressure,08,,
1724995737,__NA__,,,,Change tei minds too often,13,,,unknown,97,,
1725017079,I have the modern vaccine,99,,,Because I needed,99,,,I don’t know,97,,
1724793843,__NA__,,,,,99,,,Because to many was useing it as a get a week off work.,05,,
1725030589,__NA__,,,,Take it with a grain of salt,99,,,They don't know what to do anymore and they need people working,05,,
1725029633,__NA__,,,,"I fully believe and support in science, but you can't always trust something 100%. Some things can be misconstrued/misinterpreted or explained incorrectly. I supplement information from public health scientists with my own research.",04,,,"There may be some evidence that the full 10 days is not necessary for the majority of cases. As an educator, I see students and coworkers being taken out of class all day every day because they were close contacts to someone who had previously tested positive, and then they themselves will test positive after the infected person comes back after the 5 quarantine days.",01,,
1725029895,Got sick with COVID around mid December and now believe I may have natural immunity,10,,,It’s hard to know who to trust anymore,98,,,To keep the economy from collapsing from people (essential workers) missing work,05,,
1725040479,__NA__,,,,,99,,,"They found that immediate transmission is shortened to a period of time when the person is actually sick. After a 5 day period with no fever, a person is suspected to be less contagious.",01,,
1725044091,__NA__,,,,"Exaggerated, doomsday scenarios, not focused on stats, no worry about other negative effects.",11,,,Economy,05,,
1725044301,__NA__,,,,"This is their specialty, they go to school for it, do research. They certainly know more than I do regarding diseases and the spread/control",02,,,Because people were not following the ten day rule,09,,
1725034659,__NA__,,,,Of all people they should know the best,02,,,NOt sure,97,,
1725072357,__NA__,,,,Because they have the knowledge and training behind them,02,,,Pressure from outside groups,98,,
1725068161,__NA__,,,,No body seems to know definitely about anything .,11,,,They're still figuring out everything.. and the 10 days was being what they thought at the time to be safest,01,,
1725070597,__NA__,,,,They're well-known and broadcasted for a reason (they probably know what they're talking about).,02,,,I think it should be changed back to 10 days.,99,,
1725080641,__NA__,,,,idk,99,,,To get people working,05,,
1725080751,__NA__,,,,I’m not good at science so I should trust those who actually are,02,,,Since most are vaccinated now the exposure risk isn’t as great,10,,
1725081457,__NA__,,,,I don’t trust the information we are being told,10,,,To get people back to work faster,05,,
1725088157,__NA__,,,,The message seems to keep changing and has been very inconsistent. I think they are doing the best they can but their messaging has been troublesome.,13,,,Perhaps due to research that determined the period that the infection was transmittable.,01,,
1725082495,__NA__,,,,to many different opinions,13,,,"I don""t know",97,,
1725092119,Because many people I know have gotten very sick from the booster,15,,,I trust them,03,,,Not sure,97,,
1725092461,__NA__,,,,They are actual experts,02,,,Because that’s what the data shows,01,,
1725092535,__NA__,,,,"they are the experts, why wouldn't there info be reliable",02,,,because if you wear a mask then less likely to spread the virus,98,,
